"","X","Var1","Var2","id_1","id_2","name_1","name_2","Species_1","Species_2","dyad_id","overlap","year","Month","YearMon","season","label","monthly_spi","threemonth_spi","sixmonth_spi","prevyear_spi","twoyearlag_spi","prcp_monthly","prcp_threemonth","prcp_sixmonth","prcp_twoyear","prcp_annual","dyad_species","Month_categorical","Year_categorical","average_rainfall","overlap_binary","threeseason","fourseason","Month_factor"
"626",657,"Qamar3","SaF03_3","Qamar","SaF03","Cheetah 5","Lion 10","Cheetah","Lion","Qamar-SaF03",0,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Cheetah-Lion","Dec",2015,126.070769230769,0,"Wet","Hot Wet",12
"627",658,"Qamar3","Xerxes2","Qamar","Xerxes","Cheetah 5","Dog 28","Cheetah","Dog","Qamar-Xerxes",0,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Cheetah-Dog","Dec",2015,126.070769230769,0,"Wet","Hot Wet",12
"628",659,"SaF03_3","Xerxes2","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Dog-Lion","Dec",2015,126.070769230769,0,"Wet","Hot Wet",12
"629",660,"SaF08_3","Xerxes2","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Dog-Lion","Dec",2015,126.070769230769,0,"Wet","Hot Wet",12
"630",661,"Bali1","Charles","Bali","Charles","Dog 6","Leopard 2","Dog","Leopard","Bali-Charles",0,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Dog-Leopard","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"631",662,"Bali1","Qamar3","Bali","Qamar","Dog 6","Cheetah 5","Dog","Cheetah","Bali-Qamar",0.0438560703178095,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Cheetah-Dog","Feb",2016,97.4785714285714,1,"Wet","Hot Wet",2
"632",663,"Bali1","Goose3","Bali","Goose","Dog 6","Leopard 3","Dog","Leopard","Bali-Goose",0,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Dog-Leopard","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"633",664,"Bali1","Buzz","Bali","Buzz","Dog 6","Lion 1","Dog","Lion","Bali-Buzz",0,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"634",665,"Bali1","Hector","Bali","Hector","Dog 6","Lion 6","Dog","Lion","Bali-Hector",0,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"635",666,"Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"636",667,"Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"637",668,"Bali1","Pride","Bali","Pride","Dog 6","Lion 9","Dog","Lion","Bali-Pride",0,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"638",669,"Bongwe2","Charles","Bongwe","Charles","Dog 8","Leopard 2","Dog","Leopard","Bongwe-Charles",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Leopard","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"639",670,"Bongwe2","SaF08_3","Bongwe","SaF08","Dog 8","Lion 13","Dog","Lion","Bongwe-SaF08",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"640",671,"Bongwe2","Qamar3","Bongwe","Qamar","Dog 8","Cheetah 5","Dog","Cheetah","Bongwe-Qamar",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Cheetah-Dog","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"641",672,"Bongwe2","Pride","Bongwe","Pride","Dog 8","Lion 9","Dog","Lion","Bongwe-Pride",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"642",673,"Bongwe2","SaF03_3","Bongwe","SaF03","Dog 8","Lion 10","Dog","Lion","Bongwe-SaF03",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"643",674,"Bongwe2","Buzz","Bongwe","Buzz","Dog 8","Lion 1","Dog","Lion","Bongwe-Buzz",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"644",675,"Bongwe2","Goose3","Bongwe","Goose","Dog 8","Leopard 3","Dog","Leopard","Bongwe-Goose",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Leopard","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"645",676,"Bongwe2","Hector","Bongwe","Hector","Dog 8","Lion 6","Dog","Lion","Bongwe-Hector",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"646",677,"Buzz","Xerxes2","Buzz","Xerxes","Lion 1","Dog 28","Lion","Dog","Buzz-Xerxes",0.0612705035890005,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Lion","Jan",2016,138.971428571429,1,"Wet","Hot Wet",1
"647",678,"Buzz","Charles","Buzz","Charles","Lion 1","Leopard 2","Lion","Leopard","Buzz-Charles",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Leopard-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"648",679,"Buzz","Goose3","Buzz","Goose","Lion 1","Leopard 3","Lion","Leopard","Buzz-Goose",0.0542366088611424,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Leopard-Lion","Jan",2016,138.971428571429,1,"Wet","Hot Wet",1
"649",680,"Buzz","Qamar3","Buzz","Qamar","Lion 1","Cheetah 5","Lion","Cheetah","Buzz-Qamar",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Cheetah-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"650",681,"Charles","SaF08_3","Charles","SaF08","Leopard 2","Lion 13","Leopard","Lion","Charles-SaF08",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Leopard-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"651",683,"Charles","SaF03_3","Charles","SaF03","Leopard 2","Lion 10","Leopard","Lion","Charles-SaF03",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Leopard-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"652",684,"Charles","Xerxes2","Charles","Xerxes","Leopard 2","Dog 28","Leopard","Dog","Charles-Xerxes",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Leopard","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"653",685,"Charles","Pride","Charles","Pride","Leopard 2","Lion 9","Leopard","Lion","Charles-Pride",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Leopard-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"654",686,"Charles","Hector","Charles","Hector","Leopard 2","Lion 6","Leopard","Lion","Charles-Hector",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Leopard-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"655",687,"Goose3","Pride","Goose","Pride","Leopard 3","Lion 9","Leopard","Lion","Goose-Pride",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Leopard-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"656",688,"Goose3","Xerxes2","Goose","Xerxes","Leopard 3","Dog 28","Leopard","Dog","Goose-Xerxes",0.0328586439307987,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Leopard","Jan",2016,138.971428571429,1,"Wet","Hot Wet",1
"657",689,"Goose3","SaF03_3","Goose","SaF03","Leopard 3","Lion 10","Leopard","Lion","Goose-SaF03",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Leopard-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"658",690,"Goose3","SaF08_3","Goose","SaF08","Leopard 3","Lion 13","Leopard","Lion","Goose-SaF08",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Leopard-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"659",692,"Goose3","Hector","Goose","Hector","Leopard 3","Lion 6","Leopard","Lion","Goose-Hector",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Leopard-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"660",693,"Hector","Qamar3","Hector","Qamar","Lion 6","Cheetah 5","Lion","Cheetah","Hector-Qamar",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Cheetah-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"661",694,"Hector","Xerxes2","Hector","Xerxes","Lion 6","Dog 28","Lion","Dog","Hector-Xerxes",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"662",695,"Pride","Xerxes2","Pride","Xerxes","Lion 9","Dog 28","Lion","Dog","Pride-Xerxes",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"663",696,"Pride","Qamar3","Pride","Qamar","Lion 9","Cheetah 5","Lion","Cheetah","Pride-Qamar",0.0947604996082947,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Cheetah-Lion","Jan",2016,138.971428571429,1,"Wet","Hot Wet",1
"664",697,"Qamar3","SaF08_3","Qamar","SaF08","Cheetah 5","Lion 13","Cheetah","Lion","Qamar-SaF08",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Cheetah-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"665",698,"Qamar3","SaF03_3","Qamar","SaF03","Cheetah 5","Lion 10","Cheetah","Lion","Qamar-SaF03",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Cheetah-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"666",699,"Qamar3","Xerxes2","Qamar","Xerxes","Cheetah 5","Dog 28","Cheetah","Dog","Qamar-Xerxes",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Cheetah-Dog","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"667",700,"SaF03_3","Xerxes2","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"668",701,"SaF08_3","Xerxes2","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Lion","Jan",2016,138.971428571429,0,"Wet","Hot Wet",1
"669",702,"Bali1","Pride","Bali","Pride","Dog 6","Lion 9","Dog","Lion","Bali-Pride",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"670",703,"Bali1","Charles","Bali","Charles","Dog 6","Leopard 2","Dog","Leopard","Bali-Charles",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Leopard","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"671",704,"Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"672",705,"Bali1","Goose3","Bali","Goose","Dog 6","Leopard 3","Dog","Leopard","Bali-Goose",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Leopard","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"673",706,"Bali1","Buzz","Bali","Buzz","Dog 6","Lion 1","Dog","Lion","Bali-Buzz",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"674",707,"Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"675",708,"Bali1","Hector","Bali","Hector","Dog 6","Lion 6","Dog","Lion","Bali-Hector",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"676",709,"Bali1","Qamar3","Bali","Qamar","Dog 6","Cheetah 5","Dog","Cheetah","Bali-Qamar",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Cheetah-Dog","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"677",710,"Buzz","Goose3","Buzz","Goose","Lion 1","Leopard 3","Lion","Leopard","Buzz-Goose",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Leopard-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"678",711,"Buzz","Xerxes2","Buzz","Xerxes","Lion 1","Dog 28","Lion","Dog","Buzz-Xerxes",0.0559540116530892,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,1,"Wet","Hot Wet",2
"679",712,"Buzz","Qamar3","Buzz","Qamar","Lion 1","Cheetah 5","Lion","Cheetah","Buzz-Qamar",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Cheetah-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"680",713,"Buzz","Charles","Buzz","Charles","Lion 1","Leopard 2","Lion","Leopard","Buzz-Charles",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Leopard-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"681",714,"Charles","Hector","Charles","Hector","Leopard 2","Lion 6","Leopard","Lion","Charles-Hector",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Leopard-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"682",715,"Charles","Pride","Charles","Pride","Leopard 2","Lion 9","Leopard","Lion","Charles-Pride",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Leopard-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"683",716,"Charles","SaF03_3","Charles","SaF03","Leopard 2","Lion 10","Leopard","Lion","Charles-SaF03",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Leopard-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"684",718,"Charles","SaF08_3","Charles","SaF08","Leopard 2","Lion 13","Leopard","Lion","Charles-SaF08",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Leopard-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"685",719,"Charles","Xerxes2","Charles","Xerxes","Leopard 2","Dog 28","Leopard","Dog","Charles-Xerxes",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Leopard","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"686",721,"Goose3","Pride","Goose","Pride","Leopard 3","Lion 9","Leopard","Lion","Goose-Pride",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Leopard-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"687",722,"Goose3","SaF03_3","Goose","SaF03","Leopard 3","Lion 10","Leopard","Lion","Goose-SaF03",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Leopard-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"688",723,"Goose3","Xerxes2","Goose","Xerxes","Leopard 3","Dog 28","Leopard","Dog","Goose-Xerxes",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Leopard","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"689",724,"Goose3","Hector","Goose","Hector","Leopard 3","Lion 6","Leopard","Lion","Goose-Hector",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Leopard-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"690",725,"Goose3","SaF08_3","Goose","SaF08","Leopard 3","Lion 13","Leopard","Lion","Goose-SaF08",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Leopard-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"691",726,"Hector","Xerxes2","Hector","Xerxes","Lion 6","Dog 28","Lion","Dog","Hector-Xerxes",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"692",727,"Hector","Qamar3","Hector","Qamar","Lion 6","Cheetah 5","Lion","Cheetah","Hector-Qamar",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Cheetah-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"693",728,"Pride","Xerxes2","Pride","Xerxes","Lion 9","Dog 28","Lion","Dog","Pride-Xerxes",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"694",729,"Pride","Qamar3","Pride","Qamar","Lion 9","Cheetah 5","Lion","Cheetah","Pride-Qamar",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Cheetah-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"695",730,"Qamar3","SaF08_3","Qamar","SaF08","Cheetah 5","Lion 13","Cheetah","Lion","Qamar-SaF08",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Cheetah-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"696",731,"Qamar3","Xerxes2","Qamar","Xerxes","Cheetah 5","Dog 28","Cheetah","Dog","Qamar-Xerxes",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Cheetah-Dog","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"697",732,"Qamar3","SaF03_3","Qamar","SaF03","Cheetah 5","Lion 10","Cheetah","Lion","Qamar-SaF03",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Cheetah-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"698",733,"SaF03_3","Xerxes2","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"699",734,"SaF08_3","Xerxes2","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0,2016,2,"2016-02","Wet","2016 Wet 3",-0.3,-0.53,-0.74,-0.29,-0.46,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb",2016,97.4785714285714,0,"Wet","Hot Wet",2
"700",735,"Buzz","Qamar3","Buzz","Qamar","Lion 1","Cheetah 5","Lion","Cheetah","Buzz-Qamar",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Cheetah-Lion","Mar",2016,94.0271428571429,0,"Wet","Cold Wet",3
"701",736,"Buzz","Goose3","Buzz","Goose","Lion 1","Leopard 3","Lion","Leopard","Buzz-Goose",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar",2016,94.0271428571429,0,"Wet","Cold Wet",3
"702",737,"Buzz","Xerxes2","Buzz","Xerxes","Lion 1","Dog 28","Lion","Dog","Buzz-Xerxes",0.0288105536387617,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Dog-Lion","Mar",2016,94.0271428571429,1,"Wet","Cold Wet",3
"703",738,"Buzz","Charles","Buzz","Charles","Lion 1","Leopard 2","Lion","Leopard","Buzz-Charles",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar",2016,94.0271428571429,0,"Wet","Cold Wet",3
"704",740,"Charles","SaF08_3","Charles","SaF08","Leopard 2","Lion 13","Leopard","Lion","Charles-SaF08",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar",2016,94.0271428571429,0,"Wet","Cold Wet",3
"705",741,"Charles","Hector","Charles","Hector","Leopard 2","Lion 6","Leopard","Lion","Charles-Hector",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar",2016,94.0271428571429,0,"Wet","Cold Wet",3
"706",742,"Charles","Pride","Charles","Pride","Leopard 2","Lion 9","Leopard","Lion","Charles-Pride",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar",2016,94.0271428571429,0,"Wet","Cold Wet",3
"707",743,"Charles","SaF03_3","Charles","SaF03","Leopard 2","Lion 10","Leopard","Lion","Charles-SaF03",0,2016,3,"2016-03","Wet","2016 Wet 4",1.34,0.44,-0.04,0.08,-0.29,188.38,351.18,446.13,853.58,494.08,"Leopard-Lion","Mar",2016,94.0271428571429,0,"Wet","Cold Wet",3
