"","Var1","Var2","id_1","id_2","name_1","name_2","Species_1","Species_2","dyad_id","overlap","year","Month","YearMon","season","label","monthly_spi","threemonth_spi","sixmonth_spi","prevyear_spi","twoyearlag_spi","prcp_monthly","prcp_threemonth","prcp_sixmonth","prcp_twoyear","prcp_annual","dyad_species","Month_categorical","Year_categorical","average_rainfall","threeseason","fourseason","Month_factor"
"247","SaF03_3","Xerxes2","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.0612677410162409,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Dog-Lion","Jun","2015",6.53571428571429,"Cold Dry","Cold Dry","6"
"248","Bali1","Charles","Bali","Charles","Dog 6","Leopard 2","Dog","Leopard","Bali-Charles",0.0719001728476112,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"249","Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.277198555404067,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"250","Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0.0835342522836811,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"251","Bali1","Qamar3","Bali","Qamar","Dog 6","Cheetah 5","Dog","Cheetah","Bali-Qamar",0.189026931204317,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Dog","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"252","Bali1","Goose3","Bali","Goose","Dog 6","Leopard 3","Dog","Leopard","Bali-Goose",0.157749103447454,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"253","Bali1","Hector","Bali","Hector","Dog 6","Lion 6","Dog","Lion","Bali-Hector",0.0983867916235916,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"254","Bali1","Buzz","Bali","Buzz","Dog 6","Lion 1","Dog","Lion","Bali-Buzz",0.208281653333361,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"255","Bongwe2","SaF03_3","Bongwe","SaF03","Dog 8","Lion 10","Dog","Lion","Bongwe-SaF03",0.120619151547582,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"256","Bongwe2","Charles","Bongwe","Charles","Dog 8","Leopard 2","Dog","Leopard","Bongwe-Charles",0.237895149609442,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"257","Bongwe2","Qamar3","Bongwe","Qamar","Dog 8","Cheetah 5","Dog","Cheetah","Bongwe-Qamar",0.0310657113792625,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Dog","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"258","Bongwe2","Buzz","Bongwe","Buzz","Dog 8","Lion 1","Dog","Lion","Bongwe-Buzz",0.120996084489938,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"259","Buzz","Xerxes2","Buzz","Xerxes","Lion 1","Dog 28","Lion","Dog","Buzz-Xerxes",0.0193290027221117,2015,10,"2015-10","Dry","2015 Dry 2",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"260","Buzz","Qamar3","Buzz","Qamar","Lion 1","Cheetah 5","Lion","Cheetah","Buzz-Qamar",0.0982282611799609,2015,10,"2015-10","Dry","2015 Dry 2",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Cheetah-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"261","Buzz","Charles","Buzz","Charles","Lion 1","Leopard 2","Lion","Leopard","Buzz-Charles",0.177428556704616,2015,10,"2015-10","Dry","2015 Dry 2",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Leopard-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"262","Charles","Hector","Charles","Hector","Leopard 2","Lion 6","Leopard","Lion","Charles-Hector",0.052448701020743,2015,10,"2015-10","Dry","2015 Dry 2",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Leopard-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"263","Charles","Qamar3","Charles","Qamar","Leopard 2","Cheetah 5","Leopard","Cheetah","Charles-Qamar",0.0511338895254066,2015,10,"2015-10","Dry","2015 Dry 2",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Cheetah-Leopard","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"264","Charles","SaF03_3","Charles","SaF03","Leopard 2","Lion 10","Leopard","Lion","Charles-SaF03",0.26623442748943,2015,10,"2015-10","Dry","2015 Dry 2",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Leopard-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"265","Goose3","SaF03_3","Goose","SaF03","Leopard 3","Lion 10","Leopard","Lion","Goose-SaF03",0.0939918202541681,2015,10,"2015-10","Dry","2015 Dry 2",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Leopard-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"266","Goose3","Xerxes2","Goose","Xerxes","Leopard 3","Dog 28","Leopard","Dog","Goose-Xerxes",0.193870611945333,2015,10,"2015-10","Dry","2015 Dry 2",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Leopard","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"267","Goose3","Hector","Goose","Hector","Leopard 3","Lion 6","Leopard","Lion","Goose-Hector",0.16348718901037,2015,10,"2015-10","Dry","2015 Dry 2",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Leopard-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"268","Goose3","SaF08_3","Goose","SaF08","Leopard 3","Lion 13","Leopard","Lion","Goose-SaF08",0.0487768364179819,2015,10,"2015-10","Dry","2015 Dry 2",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Leopard-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"269","Hector","Qamar3","Hector","Qamar","Lion 6","Cheetah 5","Lion","Cheetah","Hector-Qamar",0.393272392419919,2015,7,"2015-07","Dry","2015 Dry 2",0,0.7,0.08,-0.41,-0.41,0,-1.4210854715202e-14,170.7,1104.15,395.7,"Cheetah-Lion","Jul","2015",0,"Cold Dry","Cold Dry","7"
"270","Pride","Qamar3","Pride","Qamar","Lion 9","Cheetah 5","Lion","Cheetah","Pride-Qamar",0.176500172572861,2015,10,"2015-10","Dry","2015 Dry 2",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Cheetah-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"271","Qamar3","SaF08_3","Qamar","SaF08","Cheetah 5","Lion 13","Cheetah","Lion","Qamar-SaF08",0.25988204363464,2015,11,"2015-11","Dry","2015 Dry 2",-0.78,-0.94,-0.95,-0.26,-0.41,17.05,19.8,19.8,1040.95,391.6,"Cheetah-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"272","Qamar3","SaF03_3","Qamar","SaF03","Cheetah 5","Lion 10","Cheetah","Lion","Qamar-SaF03",0.0678860542051628,2015,11,"2015-11","Dry","2015 Dry 2",-0.78,-0.94,-0.95,-0.26,-0.41,17.05,19.8,19.8,1040.95,391.6,"Cheetah-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"273","SaF03_3","Xerxes2","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.0890557700564226,2015,8,"2015-08","Dry","2015 Dry 2",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug","2015",0,"Hot Dry","Cold Dry","8"
"274","Bali1","Charles","Bali","Charles","Dog 6","Leopard 2","Dog","Leopard","Bali-Charles",0.0178886133641134,2015,10,"2015-10","Dry","2015 Dry 3",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Leopard","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"275","Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0.070585087595756,2015,10,"2015-10","Dry","2015 Dry 3",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"276","Bali1","Goose3","Bali","Goose","Dog 6","Leopard 3","Dog","Leopard","Bali-Goose",0.375941953314207,2015,10,"2015-10","Dry","2015 Dry 3",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Leopard","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"277","Bali1","Buzz","Bali","Buzz","Dog 6","Lion 1","Dog","Lion","Bali-Buzz",0.0613236456875836,2015,10,"2015-10","Dry","2015 Dry 3",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"278","Bali1","Hector","Bali","Hector","Dog 6","Lion 6","Dog","Lion","Bali-Hector",0.132531687490752,2015,10,"2015-10","Dry","2015 Dry 3",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"279","Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.350488845840569,2015,10,"2015-10","Dry","2015 Dry 3",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"280","Bongwe2","Charles","Bongwe","Charles","Dog 8","Leopard 2","Dog","Leopard","Bongwe-Charles",0.0277458288135041,2015,10,"2015-10","Dry","2015 Dry 3",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Leopard","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"281","Bongwe2","SaF03_3","Bongwe","SaF03","Dog 8","Lion 10","Dog","Lion","Bongwe-SaF03",0.0269403787216445,2015,10,"2015-10","Dry","2015 Dry 3",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"282","Bongwe2","Buzz","Bongwe","Buzz","Dog 8","Lion 1","Dog","Lion","Bongwe-Buzz",0.0350443686069293,2015,10,"2015-10","Dry","2015 Dry 3",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Lion","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"283","Bongwe2","Goose3","Bongwe","Goose","Dog 8","Leopard 3","Dog","Leopard","Bongwe-Goose",0.00988258698328529,2015,10,"2015-10","Dry","2015 Dry 3",-0.51,-0.49,-0.55,-0.18,-0.41,2,2.74999999999999,2.75000000000004,1104.9,398.45,"Dog-Leopard","Oct","2015",12.125,"Hot Dry","Hot Dry","10"
"284","Buzz","Charles","Buzz","Charles","Lion 1","Leopard 2","Lion","Leopard","Buzz-Charles",0.39786088866366,2015,11,"2015-11","Dry","2015 Dry 3",-0.78,-0.94,-0.95,-0.26,-0.41,17.05,19.8,19.8,1040.95,391.6,"Leopard-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"285","Buzz","Goose3","Buzz","Goose","Lion 1","Leopard 3","Lion","Leopard","Buzz-Goose",0.0425186755808629,2015,11,"2015-11","Dry","2015 Dry 3",-0.78,-0.94,-0.95,-0.26,-0.41,17.05,19.8,19.8,1040.95,391.6,"Leopard-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"286","Buzz","Xerxes2","Buzz","Xerxes","Lion 1","Dog 28","Lion","Dog","Buzz-Xerxes",0.0656511713416306,2015,11,"2015-11","Dry","2015 Dry 3",-0.78,-0.94,-0.95,-0.26,-0.41,17.05,19.8,19.8,1040.95,391.6,"Dog-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"287","Charles","SaF03_3","Charles","SaF03","Leopard 2","Lion 10","Leopard","Lion","Charles-SaF03",0.144128991107841,2015,11,"2015-11","Dry","2015 Dry 3",-0.78,-0.94,-0.95,-0.26,-0.18,17.05,19.8,19.8,1040.95,391.6,"Leopard-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"288","Goose3","Zulu","Goose","Zulu","Leopard 3","Dog 30","Leopard","Dog","Goose-Zulu",0.142673443197835,2015,11,"2015-11","Dry","2015 Dry 3",-0.78,-0.94,-0.95,-0.26,-0.18,17.05,19.8,19.8,1040.95,391.6,"Dog-Leopard","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"289","Goose3","Xerxes2","Goose","Xerxes","Leopard 3","Dog 28","Leopard","Dog","Goose-Xerxes",0.292719669939995,2015,11,"2015-11","Dry","2015 Dry 3",-0.78,-0.94,-0.95,-0.26,-0.18,17.05,19.8,19.8,1040.95,391.6,"Dog-Leopard","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"290","Goose3","SaF03_3","Goose","SaF03","Leopard 3","Lion 10","Leopard","Lion","Goose-SaF03",0.0692490489066927,2015,11,"2015-11","Dry","2015 Dry 3",-0.78,-0.94,-0.95,-0.26,-0.18,17.05,19.8,19.8,1040.95,391.6,"Leopard-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"291","Goose3","Hector","Goose","Hector","Leopard 3","Lion 6","Leopard","Lion","Goose-Hector",0.0241131953858534,2015,11,"2015-11","Dry","2015 Dry 3",-0.78,-0.94,-0.95,-0.26,-0.18,17.05,19.8,19.8,1040.95,391.6,"Leopard-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"292","SaF03_3","Xerxes2","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.0202634024278337,2015,8,"2015-08","Dry","2015 Dry 3",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug","2015",0,"Hot Dry","Cold Dry","8"
"293","Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0.252257415934266,2015,11,"2015-11","Dry","2015 Dry 4",-0.78,-0.94,-0.95,-0.26,-0.18,17.05,19.8,19.8,1040.95,391.6,"Dog-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"294","Bali1","Hector","Bali","Hector","Dog 6","Lion 6","Dog","Lion","Bali-Hector",0.185580778518562,2015,11,"2015-11","Dry","2015 Dry 4",-0.78,-0.94,-0.95,-0.26,-0.18,17.05,19.8,19.8,1040.95,391.6,"Dog-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"295","Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.213186424054165,2015,11,"2015-11","Dry","2015 Dry 4",-0.78,-0.94,-0.95,-0.26,-0.18,17.05,19.8,19.8,1040.95,391.6,"Dog-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"296","Bongwe2","SaF03_3","Bongwe","SaF03","Dog 8","Lion 10","Dog","Lion","Bongwe-SaF03",0.0120475631298522,2015,11,"2015-11","Dry","2015 Dry 4",-0.78,-0.94,-0.95,-0.26,-0.18,17.05,19.8,19.8,1040.95,391.6,"Dog-Lion","Nov","2015",38.3230769230769,"Hot Dry","Hot Dry","11"
"297","SaF03_3","Xerxes2","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.0207636761913469,2015,9,"2015-09","Dry","2015 Dry 4",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"298","Bongwe2","Charles","Bongwe","Charles","Dog 8","Leopard 2","Dog","Leopard","Bongwe-Charles",0.181356903270824,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Dog-Leopard","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"299","Buzz","Fiji","Buzz","Fiji","Lion 1","Dog 12","Lion","Dog","Buzz-Fiji",0.100615174171897,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Dog-Lion","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"300","Buzz","Xerxes2","Buzz","Xerxes","Lion 1","Dog 28","Lion","Dog","Buzz-Xerxes",0.447979942507213,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Dog-Lion","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"301","Buzz","Qamar3","Buzz","Qamar","Lion 1","Cheetah 5","Lion","Cheetah","Buzz-Qamar",0.0419372810825039,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Cheetah-Lion","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"302","Buzz","Charles","Buzz","Charles","Lion 1","Leopard 2","Lion","Leopard","Buzz-Charles",0.0580752585065681,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Leopard-Lion","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"303","Buzz","Goose3","Buzz","Goose","Lion 1","Leopard 3","Lion","Leopard","Buzz-Goose",0.306371858781455,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Leopard-Lion","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"304","Charles","Xerxes2","Charles","Xerxes","Leopard 2","Dog 28","Leopard","Dog","Charles-Xerxes",0.126133517887773,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Dog-Leopard","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"305","Charles","Fiji","Charles","Fiji","Leopard 2","Dog 12","Leopard","Dog","Charles-Fiji",0.352649183339685,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Dog-Leopard","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"306","Charles","SaF03_3","Charles","SaF03","Leopard 2","Lion 10","Leopard","Lion","Charles-SaF03",0.0207166165743163,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Leopard-Lion","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"307","Fiji","SaF08_3","Fiji","SaF08","Dog 12","Lion 13","Dog","Lion","Fiji-SaF08",0.232053207238442,2016,4,"2016-04","Wet","2016 Wet 1",0.96,0.74,0.1,0.03,-0.29,42.05,280.18,486.18,884.63,488.93,"Dog-Lion","Apr","2016",30.75,"Cold Dry","Cold Wet","4"
"308","Fiji","Qamar3","Fiji","Qamar","Dog 12","Cheetah 5","Dog","Cheetah","Fiji-Qamar",0.190420430696822,2016,4,"2016-04","Wet","2016 Wet 1",0.96,0.74,0.1,0.03,-0.29,42.05,280.18,486.18,884.63,488.93,"Cheetah-Dog","Apr","2016",30.75,"Cold Dry","Cold Wet","4"
"309","Fiji","Pride","Fiji","Pride","Dog 12","Lion 9","Dog","Lion","Fiji-Pride",0.0517148932246288,2016,4,"2016-04","Wet","2016 Wet 1",0.96,0.74,0.1,0.03,-0.29,42.05,280.18,486.18,884.63,488.93,"Dog-Lion","Apr","2016",30.75,"Cold Dry","Cold Wet","4"
"310","Fiji","Hector","Fiji","Hector","Dog 12","Lion 6","Dog","Lion","Fiji-Hector",0.210907721238035,2016,4,"2016-04","Wet","2016 Wet 1",0.96,0.74,0.1,0.03,-0.29,42.05,280.18,486.18,884.63,488.93,"Dog-Lion","Apr","2016",30.75,"Cold Dry","Cold Wet","4"
"311","Fiji","Goose3","Fiji","Goose","Dog 12","Leopard 3","Dog","Leopard","Fiji-Goose",0.0450512803050504,2016,4,"2016-04","Wet","2016 Wet 1",0.96,0.74,0.1,0.03,-0.29,42.05,280.18,486.18,884.63,488.93,"Dog-Leopard","Apr","2016",30.75,"Cold Dry","Cold Wet","4"
"312","Goose3","Xerxes2","Goose","Xerxes","Leopard 3","Dog 28","Leopard","Dog","Goose-Xerxes",0.376082892834122,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Dog-Leopard","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"313","Goose3","SaF03_3","Goose","SaF03","Leopard 3","Lion 10","Leopard","Lion","Goose-SaF03",0.0767489766843466,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Leopard-Lion","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"314","Goose3","Qamar3","Goose","Qamar","Leopard 3","Cheetah 5","Leopard","Cheetah","Goose-Qamar",0.00406265928812014,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Cheetah-Leopard","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"315","Hector","Qamar3","Hector","Qamar","Lion 6","Cheetah 5","Lion","Cheetah","Hector-Qamar",0.312112432973536,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Cheetah-Lion","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"316","Pride","Qamar3","Pride","Qamar","Lion 9","Cheetah 5","Lion","Cheetah","Pride-Qamar",0.179327843084132,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Cheetah-Lion","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"317","Qamar3","SaF08_3","Qamar","SaF08","Cheetah 5","Lion 13","Cheetah","Lion","Qamar-SaF08",0.245416374243456,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Cheetah-Lion","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"318","SaF03_3","Xerxes2","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.41916206544893,2015,12,"2015-12","Wet","2016 Wet 1",-0.21,-0.54,-0.54,-0.49,-0.26,75.9,94.95,95.7,971.4,313.7,"Dog-Lion","Dec","2015",126.070769230769,"Wet","Hot Wet","12"
"319","Bali1","Qamar3","Bali","Qamar","Dog 6","Cheetah 5","Dog","Cheetah","Bali-Qamar",0.238473410886881,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Cheetah-Dog","Feb","2016",97.4785714285714,"Wet","Hot Wet","2"
"320","Bali1","Buzz","Bali","Buzz","Dog 6","Lion 1","Dog","Lion","Bali-Buzz",0.120631525260127,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb","2016",97.4785714285714,"Wet","Hot Wet","2"
"321","Bali1","Hector","Bali","Hector","Dog 6","Lion 6","Dog","Lion","Bali-Hector",0.131820647752732,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb","2016",97.4785714285714,"Wet","Hot Wet","2"
"322","Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.0892247205257873,2016,2,"2016-02","Wet","2016 Wet 2",-0.3,-0.53,-0.74,-0.29,-0.49,49.75,238.7,258.5,809.7,412.2,"Dog-Lion","Feb","2016",97.4785714285714,"Wet","Hot Wet","2"
"323","Bongwe2","Charles","Bongwe","Charles","Dog 8","Leopard 2","Dog","Leopard","Bongwe-Charles",0.141414167755559,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Leopard","Jan","2016",138.971428571429,"Wet","Hot Wet","1"
"324","Buzz","Xerxes2","Buzz","Xerxes","Lion 1","Dog 28","Lion","Dog","Buzz-Xerxes",0.362108802638363,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Dog-Lion","Jan","2016",138.971428571429,"Wet","Hot Wet","1"
"325","Buzz","Charles","Buzz","Charles","Lion 1","Leopard 2","Lion","Leopard","Buzz-Charles",0.0455698453408326,2016,1,"2016-01","Wet","2016 Wet 2",0.02,-0.55,-0.63,-0.46,-0.49,113.05,206,208.75,850.7,379.45,"Leopard-Lion","Jan","2016",138.971428571429,"Wet","Hot Wet","1"
